"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Depends on","Number of Comments","Opened","Priority","OS","Hardware","Votes"
307368,"Platform","Ant","pradeepb","ASSIGNED"," ---","DBCS3.6: ANT Editor fails to rename numeric entities or Ext-B with Alt-Shift-R.","2012-06-11 12:09:51",,2,"2010-03-29 05:42:24","P3","All","PC",0
290993,"Platform","Ant","pradeepb","ASSIGNED"," ---","setProject() not called on Ant tasks when run in same VM as Eclipse runtime","2012-06-11 12:09:26",,11,"2009-10-01 00:34:35","P3","All","All",1
293485,"Platform","Ant","pradeepb","ASSIGNED"," ---","Reconcile happens even for a no-op change to a build file","2012-06-11 12:09:00",,1,"2009-10-27 14:47:08","P3","Linux","PC",0
293493,"Platform","Ant","pradeepb","ASSIGNED"," ---","[refactoring] Renaming an imported target does not propagate to the originating buildfile","2012-06-11 12:08:06",,1,"2009-10-27 15:12:07","P3","Linux","PC",0
381408,"Platform","Ant","platform-ant-inbox","NEW"," ---","Not able to specify filename patterns for resource working set","2012-06-01 13:09:19",,1,"2012-06-01 12:57:29","P3","All","All",2
381385,"Platform","Ant","platform-ant-inbox","NEW"," ---","Ant bundles doesn't obey OSGi depencencies","2012-06-01 10:43:18",,1,"2012-06-01 10:43:18","P3","Windows 7","PC",0
369088,"Platform","Ant","platform-ant-inbox","NEW"," ---","F3 on a property goes to a target if the target with the same name exist","2012-01-19 09:47:53",,1,"2012-01-19 09:47:53","P3","Windows 7","PC",0
369086,"Platform","Ant","platform-ant-inbox","NEW"," ---","F3 and hover on the properties doesn't work properly if there is a change in the property.","2012-01-19 09:42:49",,1,"2012-01-19 09:42:49","P3","Windows 7","PC",0
368279,"Platform","Ant","platform-ant-inbox","NEW"," ---","Unknown identifier problems in ant.ui plug-in.xml","2012-01-10 12:12:11",,1,"2012-01-10 12:12:11","P3","All","All",0
365360,"Platform","Ant","platform-ant-inbox","NEW"," ---","Code formatting of ant xml files doesn't respect CDATA elements that contain tags (xml, html, etc)","2011-12-01 15:14:31",,1,"2011-12-01 15:14:31","P3","Mac OS X","Macintosh",0
363318,"Platform","Ant","platform-ant-inbox","NEW"," ---","Add BuildListener to Ant Projects launched by AntLauncher","2011-11-29 06:27:36",,15,"2011-11-09 09:36:54","P3","Windows XP","PC",0
364730,"Platform","Ant","platform-ant-inbox","NEW"," ---","dialog created by input handle shouldn't be modal","2011-11-25 06:52:18",,3,"2011-11-24 11:42:32","P3","Linux","PC",0
364732,"Platform","Ant","platform-ant-inbox","NEW"," ---","using default input handler doesn't work","2011-11-24 11:49:15",,1,"2011-11-24 11:48:57","P3","Linux","PC",0
364049,"Platform","Ant","platform-ant-inbox","NEW"," ---","Please add <!DOCTYPE project> to auto generated build.xml files","2011-11-17 10:44:26",,1,"2011-11-17 10:44:26","P3","Windows 7","PC",0
357629,"Platform","Ant","platform-ant-inbox","NEW"," ---","[external tools] project with just a program builder doesn't show up during clean","2011-09-15 10:26:11",,3,"2011-09-14 09:39:40","P3","Windows 7","PC",0
349979,"Platform","Ant","platform-ant-inbox","NEW"," ---","When running an ANT task that has an input tag, get WARNING about main thread and Cocoa","2011-08-03 11:49:06",,12,"2011-06-21 14:47:21","P3","Mac OS X - Carbon (unsup.)","Macintosh",0
134416,"Platform","Ant","platform-ant-inbox","NEW"," ---","[launching] ""Run As.."" - ""Ant Build"" results in ""Unable to find ant file to run""","2011-08-03 10:28:19",,26,"2006-04-02 12:03:27","P3","Windows XP","PC",6
353220,"Platform","Ant","platform-ant-inbox","NEW"," ---","InternalAntRunner for remote VMs does not process invalid targets","2011-07-27 11:00:25",352536,1,"2011-07-27 11:00:25","P3","Windows XP","PC",0
193046,"Platform","Ant","platform-ant-inbox","ASSIGNED"," ---","[editor] Ant content assist data needs to be looked up on-demand","2011-07-24 23:00:10",,10,"2007-06-17 20:54:11","P3","All","All",1
92942,"Platform","Ant","platform-ant-inbox","NEW"," ---","[launching] [builders] javac task with fork set to true fails","2011-06-06 16:45:38",,10,"2005-04-27 12:21:28","P3","Windows XP","PC",0
311747,"Platform","Ant","platform-ant-inbox","NEW"," ---","[launching] ctrl-click on ""Debug As > Ant Build"" has no effect","2011-06-06 16:27:36",80552,1,"2010-05-05 10:51:59","P3","Windows XP","PC",0
80552,"Platform","Ant","platform-ant-inbox","ASSIGNED"," ---","[launching] Move Ant configuration type to Run / Debug launch groups","2011-06-06 15:46:55",,12,"2004-12-08 20:02:04","P3","All","All",1
80654,"Platform","Ant","platform-ant-inbox","ASSIGNED"," ---","[breakpoints] Breakpoint location verification","2011-06-06 15:45:11",,7,"2004-12-09 17:24:42","P3","Windows XP","PC",0
